Province,District,Year,Commodity,Soil_pH,Soil_N_index,Soil_P_index,Soil_K_index,Area_Ha,Target_Yield_KgHa,Pupuk_Urea_kgHa,Pupuk_SP36_kgHa,Pupuk_KCl_kgHa
DKI Jakarta,Jakarta Selatan,2018,Tebu,5.61,3,2,2,25.26,86439.1,209.7,113.6,89.9
Maluku,Seram Bagian Barat,2020,Padi,6.02,4,2,4,13.27,6586.7,259.3,122.5,74.8
Bali,Badung,2020,Bawang Merah,5.89,4,3,4,2.06,8936.1,265.8,132.9,87.1
Maluku,Seram Bagian Timur,2022,Tebu,6.8,2,3,2,150.0,56382.8,257.7,130.6,80.4
Papua,Mamberamo Raya,2025,Bawang Merah,4.87,1,4,1,4.68,9021.4,255.0,128.3,88.9
Sulawesi Tengah,Parigi Moutong,2023,Padi,5.51,5,2,3,20.0,6541.2,241.3,108.8,91.2
Nusa Tenggara Barat,Lombok Barat,2019,Tebu,5.55,1,3,3,76.94,61202.9,230.6,111.4,88.3
Kalimantan Tengah,Kotawaringin Timur,2021,Jagung,5.04,2,3,3,37.84,7055.2,260.6,131.6,80.8
Sumatera Barat,Pasaman,2021,Cabai Rawit,5.42,3,3,1,12.41,11493.8,227.1,137.8,73.2
Sulawesi Selatan,Maros,2023,Padi,5.5,2,1,3,15.37,7454.4,230.4,140.0,78.8
Gorontalo,Bone Bolango,2025,Padi,4.96,2,3,2,13.75,6927.7,247.2,121.6,83.9
Papua,Sarmi,2019,Cabai Rawit,4.45,2,3,2,3.22,9370.5,241.5,121.2,86.2
Kalimantan Utara,Malinau,2024,Tebu,4.5,3,3,4,15.84,58185.2,237.2,92.5,77.3
Sulawesi Selatan,Wajo,2022,Bawang Merah,6.46,5,1,1,4.94,9304.1,253.6,91.3,61.1
Aceh,Aceh Utara,2019,Tebu,4.93,2,1,2,86.28,53796.5,230.4,112.3,85.8
Lampung,Metro,2024,Jagung,6.27,1,4,3,14.71,5935.8,230.0,120.1,56.6
Maluku Utara,Halmahera Tengah,2025,Cabai Rawit,4.46,1,2,4,4.58,9792.5,261.3,117.3,89.8
Papua Pegunungan,Lanny Jaya,2022,Bawang Merah,5.42,3,4,3,4.63,9713.1,210.9,111.5,64.1
Jawa Barat,Sukabumi,2022,Bawang Merah,6.77,4,2,2,3.03,9493.0,222.4,116.1,78.2
Sulawesi Tengah,Donggala,2018,Tebu,5.07,3,4,1,41.18,76811.2,277.5,144.9,83.7
Kalimantan Utara,Tarakan,2019,Padi,5.56,2,2,2,30.4,5061.5,237.0,110.2,95.9
Papua Tengah,Intan Jaya,2019,Bawang Merah,4.69,3,3,2,5.88,10421.2,260.7,123.5,88.6
Papua Pegunungan,Lanny Jaya,2021,Jagung,5.6,2,1,3,18.67,8120.7,239.6,134.4,79.4
Kepulauan Riau,Natuna,2021,Cabai Rawit,4.38,4,4,2,9.12,6975.0,284.5,125.6,67.7
Riau,Pekanbaru,2020,Tebu,4.47,2,2,2,40.36,91441.3,273.7,124.8,76.6
Sulawesi Barat,Mamuju,2024,Padi,5.92,2,3,3,30.24,6541.9,243.7,102.7,97.4
Jawa Tengah,Brebes,2023,Cabai Rawit,5.57,2,4,2,2.12,11241.7,249.2,109.3,79.2
Kepulauan Riau,Tanjung Pinang,2021,Tebu,6.02,2,5,1,26.87,83262.0,276.1,121.3,70.4
Jawa Tengah,Semarang,2023,Jagung,5.91,1,2,3,13.3,6631.6,257.6,104.3,96.4
Papua Barat,Kaimana,2018,Tebu,6.02,3,2,1,37.73,67406.1,260.6,90.8,72.9
Kalimantan Barat,Kubu Raya,2022,Tebu,5.04,2,2,3,19.48,81571.9,261.4,125.7,85.1
Jawa Tengah,Boyolali,2021,Cabai Rawit,5.96,1,5,3,7.44,10958.3,222.2,112.8,65.2
Kalimantan Tengah,Kapuas,2018,Jagung,4.64,5,3,4,80.0,4169.8,266.8,121.3,61.4
Jawa Barat,Indramayu,2019,Tebu,6.12,2,2,1,67.79,70414.3,213.6,119.9,72.6
Sulawesi Tenggara,Konawe Selatan,2024,Padi,5.51,5,3,3,24.3,5519.6,204.9,114.8,94.8
Bengkulu,Mukomuko,2021,Padi,5.28,3,2,1,9.62,7125.0,208.3,98.8,84.5
Lampung,Pesawaran,2020,Bawang Merah,5.94,1,3,3,5.11,10894.1,258.4,122.1,75.4
Nusa Tenggara Barat,Mataram,2024,Cabai Rawit,6.79,2,3,3,2.29,6232.8,258.8,121.2,65.3
Jawa Timur,Malang,2022,Padi,5.83,3,1,3,20.77,7066.6,246.6,122.2,63.6
Kalimantan Barat,Sambas,2024,Jagung,5.88,3,4,3,22.84,7099.2,272.4,117.5,69.7
Kepulauan Riau,Bintan,2020,Tebu,4.82,2,2,2,20.36,73722.9,268.3,80.0,89.0
Kalimantan Utara,Malinau,2024,Tebu,5.38,2,2,2,39.6,69854.7,233.2,123.7,76.7
DI Yogyakarta,Yogyakarta,2018,Padi,5.69,2,2,2,16.73,5057.0,261.6,93.0,74.6
Kalimantan Tengah,Palangka Raya,2022,Jagung,5.66,1,1,2,29.64,6275.4,257.8,114.1,68.7
Kalimantan Timur,Berau,2018,Jagung,4.2,1,3,2,24.33,7011.1,269.6,120.7,75.2
Sulawesi Selatan,Sinjai,2024,Cabai Rawit,4.93,1,1,2,0.87,9118.9,227.7,92.7,68.5
Sulawesi Utara,Minahasa Utara,2020,Jagung,4.91,4,4,2,15.75,8540.9,257.5,131.4,66.5
Sulawesi Tenggara,Baubau,2022,Bawang Merah,5.12,2,4,2,7.92,11010.2,275.7,130.5,86.2
Sulawesi Tengah,Parigi Moutong,2019,Tebu,5.02,3,4,2,14.72,57384.4,208.4,147.0,68.7
Bali,Buleleng,2019,Padi,5.02,2,1,3,35.06,4595.2,271.5,126.7,68.1
Nusa Tenggara Timur,Kupang,2022,Tebu,6.42,3,2,3,26.7,99726.7,256.7,123.0,97.9
Papua,Mamberamo Raya,2018,Padi,5.38,3,1,2,33.67,6165.8,230.6,114.2,70.9
Sumatera Selatan,Palembang,2025,Jagung,5.81,2,2,2,23.12,7774.5,223.0,125.3,75.3
Papua Barat,Kaimana,2022,Jagung,4.29,2,2,2,30.58,3960.2,221.6,116.9,82.5
Sumatera Barat,Padang,2018,Bawang Merah,6.2,4,3,3,2.0,14035.3,252.0,90.2,90.2
Sumatera Barat,Agam,2023,Padi,5.23,2,1,3,28.57,4078.6,258.8,105.0,93.0
Papua Selatan,Asmat,2023,Jagung,5.4,4,2,3,80.0,7938.6,260.2,114.0,73.7
Papua Selatan,Boven Digoel,2025,Tebu,5.18,1,1,2,58.16,84382.8,280.4,135.9,90.1
Aceh,Aceh Utara,2025,Bawang Merah,6.85,3,3,1,4.62,11996.2,268.5,126.0,76.4
Bengkulu,Bengkulu,2023,Padi,5.6,3,3,4,10.67,5958.9,271.6,140.8,71.9
Maluku Utara,Tidore,2023,Tebu,5.42,4,2,3,30.75,93171.8,212.5,109.9,88.6
Nusa Tenggara Timur,Ende,2022,Cabai Rawit,5.82,3,4,3,1.87,10747.3,227.6,119.0,95.6
Sumatera Utara,Asahan,2018,Cabai Rawit,4.2,3,3,1,1.57,7133.0,244.4,120.1,72.5
Jambi,Tanjung Jabung Barat,2021,Cabai Rawit,6.39,3,2,3,4.08,8943.2,282.5,145.8,89.3
Jawa Tengah,Tegal,2024,Jagung,6.7,2,1,2,21.75,4883.8,206.3,128.7,82.0
Papua,Sarmi,2019,Jagung,4.67,1,4,2,13.28,6148.6,247.5,166.9,85.1
Bengkulu,Lebong,2020,Padi,5.3,1,2,1,40.65,3655.0,238.6,135.1,55.2
Bengkulu,Lebong,2025,Padi,6.22,5,4,2,70.0,5977.0,263.5,126.3,80.2
Nusa Tenggara Barat,Lombok Tengah,2019,Tebu,7.11,3,1,2,24.32,51584.2,266.9,149.9,76.8
Kepulauan Riau,Tanjung Pinang,2020,Tebu,5.17,2,4,2,15.7,75679.0,238.9,117.2,89.8
Sumatera Utara,Simalungun,2022,Bawang Merah,5.58,3,3,5,8.22,13634.2,264.0,116.2,66.8
Maluku Utara,Tidore,2024,Cabai Rawit,4.49,5,2,2,4.42,10678.6,255.3,125.7,85.2
Sumatera Utara,Serdang Bedagai,2022,Bawang Merah,5.05,3,1,2,1.96,10375.1,271.1,134.9,91.3
Sulawesi Tenggara,Buton,2022,Cabai Rawit,5.87,2,3,1,5.96,6129.7,193.8,116.8,84.3
DI Yogyakarta,Bantul,2020,Padi,5.94,4,3,2,12.19,6984.3,218.9,129.9,77.2
Banten,Tangerang,2022,Bawang Merah,5.13,2,2,3,13.25,8764.3,212.6,109.5,83.1
Sulawesi Tengah,Sigi,2023,Cabai Rawit,5.79,1,1,4,12.43,7666.7,257.4,109.3,69.9
Papua,Mamberamo Raya,2022,Padi,5.56,3,3,4,12.77,4841.2,269.7,108.9,74.5
Riau,Rokan Hilir,2019,Padi,6.35,4,4,2,33.85,7516.5,272.1,109.2,83.8
DI Yogyakarta,Sleman,2023,Bawang Merah,5.87,4,2,2,7.23,9815.4,271.0,103.8,99.1
Papua Pegunungan,Lanny Jaya,2023,Tebu,5.18,2,3,4,74.44,87224.0,254.0,152.8,76.9
Sulawesi Selatan,Parepare,2020,Tebu,5.82,4,4,4,18.74,76544.3,237.1,136.2,61.0
Papua Barat Daya,Sorong Selatan,2018,Tebu,4.54,4,1,2,21.29,54291.8,245.7,99.0,79.5
Bangka Belitung,Bangka Selatan,2023,Cabai Rawit,5.63,2,2,4,11.87,11540.5,252.3,139.8,75.8
Kalimantan Timur,Paser,2019,Cabai Rawit,5.3,1,3,2,2.75,5864.4,242.1,107.2,86.8
Papua Tengah,Dogiyai,2024,Padi,4.66,1,2,4,32.24,6236.9,259.5,130.9,78.9
Papua Tengah,Deiyai,2021,Padi,4.2,3,2,3,8.4,5687.5,227.0,121.7,81.1
Papua Barat,Sorong,2023,Tebu,4.97,2,3,5,35.75,93348.9,295.3,137.0,69.3
Bali,Denpasar,2018,Padi,5.59,2,2,3,14.57,5247.6,226.2,146.4,86.5
Sulawesi Tenggara,Baubau,2024,Bawang Merah,4.78,3,1,2,5.89,11323.8,202.9,95.7,83.6
Kepulauan Riau,Bintan,2021,Padi,4.82,3,2,3,15.43,6860.6,248.4,124.2,58.8
Nusa Tenggara Timur,Manggarai,2021,Jagung,5.32,1,2,3,17.6,6173.0,278.8,120.9,92.1
Kalimantan Barat,Sanggau,2020,Padi,4.2,4,4,4,17.77,6350.6,238.9,125.5,75.3
Papua Selatan,Merauke,2020,Cabai Rawit,4.59,3,1,2,6.15,6112.5,231.9,145.9,78.6
Sumatera Utara,Langkat,2025,Padi,5.75,1,3,1,17.12,5923.5,255.8,102.4,92.4
Kalimantan Tengah,Kotawaringin Timur,2022,Padi,5.2,4,2,1,5.02,5812.4,273.2,108.5,84.8
Nusa Tenggara Barat,Dompu,2018,Tebu,6.11,2,2,3,37.23,83307.7,256.5,123.7,72.6
Sumatera Utara,Simalungun,2023,Jagung,6.53,1,2,4,9.28,5210.8,246.9,141.9,87.1
Kalimantan Barat,Kubu Raya,2019,Tebu,4.42,3,4,2,17.02,81653.4,259.5,82.3,72.9
Bangka Belitung,Belitung,2022,Padi,4.55,3,3,2,12.65,5055.8,252.1,116.4,70.3
Sulawesi Barat,Mamasa,2025,Tebu,5.98,3,3,3,52.96,79873.4,253.4,121.9,86.5
Sulawesi Selatan,Barru,2019,Cabai Rawit,4.59,2,3,3,6.29,10938.9,217.5,114.0,87.6
Sumatera Utara,Medan,2022,Tebu,5.32,2,2,2,49.96,84528.1,225.6,127.2,89.7
Papua Tengah,Nabire,2025,Jagung,5.48,3,3,3,10.0,4082.3,262.7,124.4,70.1
Sumatera Barat,Padang,2022,Cabai Rawit,4.22,1,3,2,7.03,10913.3,257.0,131.2,85.1
Bengkulu,Mukomuko,2025,Bawang Merah,6.8,2,2,2,1.07,8685.3,251.1,136.1,95.2
Sulawesi Selatan,Bantaeng,2020,Cabai Rawit,5.86,2,2,1,5.12,7971.9,246.6,104.7,60.0
Jawa Timur,Bondowoso,2020,Jagung,5.75,3,2,4,20.06,5712.1,227.6,128.5,85.5
Sulawesi Selatan,Maros,2018,Padi,5.17,2,3,2,31.7,5729.1,300.3,100.6,85.1
Sumatera Utara,Deli Serdang,2022,Padi,6.74,4,1,3,16.9,7169.3,241.6,121.2,78.2
Sumatera Selatan,Banyuasin,2018,Tebu,4.42,2,4,2,142.8,96420.6,237.8,123.8,91.8
Banten,Cilegon,2021,Tebu,5.99,2,2,2,38.1,70632.1,236.7,123.0,81.3
Kalimantan Utara,Tarakan,2025,Cabai Rawit,4.2,3,2,2,1.72,7534.6,255.6,131.1,90.1
Kalimantan Utara,Tana Tidung,2020,Tebu,4.3,2,1,3,49.93,70160.5,268.7,135.0,84.1
Nusa Tenggara Barat,Lombok Timur,2019,Jagung,6.09,2,4,1,27.15,8108.1,261.5,117.8,70.7
Kalimantan Tengah,Kapuas,2022,Jagung,4.2,3,3,2,10.26,7505.3,269.7,100.0,77.1
Kepulauan Riau,Bintan,2019,Jagung,6.32,5,3,2,68.85,7573.4,231.4,144.2,84.6
Aceh,Bireuen,2023,Jagung,5.68,2,4,2,11.22,6615.5,253.4,119.2,83.8
Bengkulu,Bengkulu Utara,2018,Bawang Merah,5.94,3,2,2,3.37,11847.5,218.0,99.6,88.5
Kepulauan Riau,Batam,2023,Bawang Merah,4.59,1,2,4,6.47,13292.4,230.1,116.1,75.3
Papua Barat,Fakfak,2024,Tebu,5.69,2,2,3,45.54,62138.7,244.7,115.9,80.0
Sulawesi Barat,Mamuju,2022,Cabai Rawit,5.2,3,1,3,3.7,9573.9,237.4,146.8,94.5
DI Yogyakarta,Sleman,2024,Jagung,6.82,2,2,1,10.97,6402.7,279.7,162.5,72.0
Sumatera Selatan,Musi Banyuasin,2021,Jagung,5.86,2,3,2,11.89,8300.1,233.1,115.1,87.1
DI Yogyakarta,Kulon Progo,2020,Cabai Rawit,5.45,1,3,1,1.68,10036.9,243.0,121.4,78.1
Sumatera Selatan,Ogan Ilir,2025,Cabai Rawit,5.33,1,3,1,1.47,10880.8,279.1,120.3,81.1
Jawa Barat,Subang,2024,Cabai Rawit,5.32,3,1,2,9.05,9404.4,260.3,116.6,86.2
Sulawesi Selatan,Barru,2019,Tebu,6.55,4,2,3,77.54,85293.5,248.6,130.9,73.4
Riau,Siak,2023,Tebu,4.83,2,3,2,64.44,70706.0,241.8,107.9,66.8
Papua Tengah,Nabire,2023,Bawang Merah,5.29,4,1,2,2.28,7635.8,286.1,125.3,106.5
Nusa Tenggara Barat,Lombok Tengah,2020,Jagung,5.92,3,3,3,14.76,7033.1,232.0,125.4,92.3
Kalimantan Barat,Sanggau,2018,Cabai Rawit,4.36,1,3,2,3.41,6405.0,315.4,136.0,52.0
Kalimantan Selatan,Banjarbaru,2020,Tebu,5.55,3,2,1,38.45,60330.5,249.6,152.1,75.2
Sumatera Barat,Padang,2020,Padi,5.68,1,4,2,15.86,6034.6,216.2,116.8,78.2
Sumatera Barat,Tanah Datar,2022,Cabai Rawit,4.73,2,3,3,1.7,6165.2,247.8,112.1,88.9
DKI Jakarta,Jakarta Utara,2024,Padi,4.78,4,5,3,28.49,7660.2,250.8,94.3,94.9
Sulawesi Tenggara,Buton,2022,Cabai Rawit,6.06,3,4,2,8.54,8222.4,291.5,108.6,101.5
Jawa Timur,Jember,2021,Tebu,5.98,2,4,1,31.29,82024.0,234.5,142.9,77.0
Sumatera Selatan,Banyuasin,2021,Tebu,5.55,2,2,3,18.76,87339.8,268.5,80.0,78.3
Jawa Tengah,Semarang,2018,Jagung,5.24,3,5,4,29.13,8651.1,247.8,104.2,74.7
Jawa Tengah,Klaten,2018,Tebu,5.21,2,2,4,21.74,87311.7,210.9,136.5,84.7
Jambi,Muaro Jambi,2023,Cabai Rawit,5.05,2,4,3,4.08,6028.4,244.0,119.2,88.2
Sumatera Utara,Serdang Bedagai,2021,Bawang Merah,5.08,5,3,4,5.1,11477.6,235.3,138.7,76.1
Maluku,Buru,2021,Tebu,5.02,4,1,3,50.0,65303.0,283.7,108.4,78.2
Lampung,Pesawaran,2020,Jagung,5.26,2,3,2,11.81,8173.9,235.5,124.6,82.7
Riau,Pelalawan,2025,Tebu,6.17,3,2,3,82.08,97293.6,243.5,127.7,92.5
Papua Tengah,Nabire,2018,Cabai Rawit,5.52,3,4,4,3.41,6840.8,262.5,103.2,92.7
Nusa Tenggara Timur,Belu,2018,Tebu,6.39,2,2,3,47.6,59870.8,236.2,125.6,92.7
Maluku Utara,Halmahera Barat,2020,Tebu,5.04,1,2,2,17.54,74592.4,246.8,122.3,67.3
DI Yogyakarta,Gunung Kidul,2023,Tebu,4.49,2,2,4,40.77,50920.8,257.4,100.4,90.6
Sulawesi Selatan,Wajo,2020,Jagung,5.8,4,2,3,45.24,9046.9,248.9,105.2,69.3
Nusa Tenggara Timur,Lembata,2025,Cabai Rawit,5.65,1,1,4,5.77,10050.8,221.3,102.5,88.5
Papua Tengah,Nabire,2024,Bawang Merah,4.95,2,3,1,3.2,8127.6,252.6,130.0,77.5
Papua Barat,Manokwari,2025,Tebu,5.58,3,3,2,23.6,57150.0,260.6,139.9,67.0
Sumatera Selatan,Ogan Komering Ilir,2019,Padi,5.2,1,3,1,18.99,5279.3,241.8,121.3,74.9
Papua,Jayapura,2023,Jagung,4.96,3,3,3,24.35,5348.3,227.0,124.9,81.8
Sumatera Selatan,Ogan Komering Ilir,2025,Cabai Rawit,5.72,2,4,1,3.44,6763.6,238.4,151.2,69.0
Bali,Tabanan,2019,Cabai Rawit,6.89,3,3,3,3.23,6864.6,238.2,121.4,81.8
Sulawesi Tengah,Parigi Moutong,2019,Padi,5.58,4,3,3,6.05,4884.9,205.3,119.0,76.2
Papua Barat Daya,Sorong,2022,Padi,5.86,3,1,2,24.3,4741.1,258.9,111.8,75.9
Kalimantan Tengah,Palangka Raya,2025,Jagung,5.38,2,3,3,5.63,7513.1,279.0,112.3,78.5
Sulawesi Utara,Manado,2021,Tebu,5.42,1,2,3,6.95,58731.2,253.1,116.8,86.1
Kalimantan Tengah,Palangka Raya,2019,Bawang Merah,5.23,5,4,3,4.58,9774.9,244.9,130.7,81.9
Papua Pegunungan,Yalimo,2020,Bawang Merah,6.57,1,2,3,3.67,12539.7,252.6,148.7,76.4
Nusa Tenggara Timur,Manggarai,2025,Jagung,6.34,2,4,4,16.16,7710.5,222.4,92.8,92.2
Bengkulu,Rejang Lebong,2022,Jagung,5.85,4,3,2,23.86,4907.0,238.0,82.3,90.9
Jawa Timur,Blitar,2022,Cabai Rawit,6.33,3,3,1,3.71,8301.3,234.1,150.3,73.0
Aceh,Bireuen,2025,Bawang Merah,5.03,2,3,3,5.51,8274.6,236.4,123.2,72.8
Banten,Tangerang Selatan,2025,Bawang Merah,5.53,2,2,1,7.39,9032.5,248.6,107.2,79.3
Sumatera Barat,Padang,2023,Tebu,5.09,1,4,3,63.26,87382.4,222.3,123.7,73.2
DKI Jakarta,Jakarta Selatan,2022,Cabai Rawit,5.86,3,3,2,12.1,6678.1,298.1,113.0,82.5
Lampung,Lampung Timur,2022,Padi,4.88,3,2,1,15.1,4596.7,232.8,142.0,101.7
Sumatera Barat,Pesisir Selatan,2019,Padi,6.15,4,2,3,6.85,5368.1,233.3,107.3,73.7
Jawa Tengah,Tegal,2019,Padi,5.79,3,3,2,16.58,4777.0,260.0,100.6,85.9
Sumatera Utara,Asahan,2022,Tebu,5.7,2,1,3,22.18,89158.1,272.3,104.7,96.3
Kalimantan Timur,Samarinda,2025,Padi,4.2,4,2,3,18.41,5148.1,218.7,124.7,74.7
Kalimantan Utara,Bulungan,2022,Jagung,5.92,4,3,3,21.69,7876.5,241.8,112.0,85.3
Sulawesi Utara,Bitung,2019,Cabai Rawit,7.09,2,3,4,8.06,7508.7,245.4,141.9,77.8
Lampung,Metro,2023,Jagung,5.68,1,4,1,8.08,5153.8,251.1,105.7,60.3
Papua Barat Daya,Sorong,2025,Bawang Merah,5.62,4,4,2,3.66,13195.1,240.6,105.0,91.4
Papua Barat,Manokwari,2022,Padi,5.38,3,2,1,13.82,6271.3,258.0,110.4,92.0
Sulawesi Barat,Majene,2018,Tebu,5.5,1,1,3,49.26,78405.6,207.1,127.8,70.3
Maluku Utara,Ternate,2023,Tebu,5.12,3,2,4,42.56,61679.8,245.5,134.5,73.2
DI Yogyakarta,Kulon Progo,2023,Tebu,5.87,4,5,3,18.1,72545.2,260.6,119.1,80.9
Sulawesi Tenggara,Baubau,2024,Cabai Rawit,6.53,5,3,4,2.49,8056.1,243.1,114.6,80.7
Sulawesi Barat,Mamuju,2020,Padi,6.79,3,2,3,8.68,5817.0,264.7,108.0,81.8
Kalimantan Timur,Kutai Timur,2024,Jagung,5.58,1,2,3,32.56,8532.8,239.5,115.8,88.1
Papua Barat Daya,Sorong Selatan,2021,Tebu,5.63,3,4,2,7.48,51247.5,266.5,92.0,67.8
Papua Barat,Fakfak,2024,Jagung,5.93,3,1,2,27.42,5377.8,252.1,125.0,84.0
Jambi,Tanjung Jabung Timur,2019,Padi,5.07,3,3,1,26.68,5380.1,232.6,135.5,80.1
Jambi,Sarolangun,2025,Tebu,5.46,5,3,4,38.03,53249.0,225.1,118.1,75.5
Nusa Tenggara Timur,Sikka,2021,Cabai Rawit,6.22,2,4,3,1.77,10645.4,245.7,132.6,77.7
Kalimantan Selatan,Banjarmasin,2019,Padi,5.99,3,1,2,23.61,3850.9,236.8,126.0,65.0
Jawa Timur,Kediri,2021,Bawang Merah,5.8,1,3,4,2.53,9217.6,260.7,94.8,80.2
Sulawesi Barat,Mamuju Tengah,2020,Bawang Merah,4.8,3,3,1,4.6,11253.7,240.6,138.9,74.0
Sulawesi Selatan,Maros,2024,Bawang Merah,6.09,2,3,2,1.27,9574.5,253.6,86.5,67.0
Papua Barat,Manokwari,2025,Padi,4.2,4,3,1,13.85,4998.7,244.1,119.3,71.2
Papua Barat,Sorong,2019,Bawang Merah,5.72,2,2,4,5.42,11953.7,275.1,136.3,64.2
Jawa Barat,Cianjur,2023,Bawang Merah,5.2,4,3,2,5.75,12794.3,233.3,100.2,78.4
Papua Barat,Sorong,2019,Jagung,5.77,1,2,4,21.08,4254.9,275.0,104.0,66.2
Sumatera Selatan,Banyuasin,2024,Jagung,5.75,1,1,3,74.5,3982.6,238.2,123.3,101.4
Papua Barat,Teluk Bintuni,2019,Jagung,5.51,1,2,3,6.61,7287.3,222.4,119.0,75.5
DKI Jakarta,Jakarta Timur,2024,Cabai Rawit,6.18,4,1,3,9.43,10453.2,252.8,127.2,66.9
Kalimantan Utara,Tana Tidung,2018,Bawang Merah,5.49,5,4,4,5.03,9736.7,237.0,133.9,92.3
Banten,Pandeglang,2020,Bawang Merah,6.6,3,2,3,3.16,10962.8,209.8,117.5,106.1
Bengkulu,Kepahiang,2018,Jagung,5.35,3,2,3,5.6,5066.1,239.2,103.4,86.0
Bengkulu,Bengkulu,2022,Padi,4.81,2,3,3,7.53,4972.6,250.2,134.7,78.0
Sumatera Barat,Padang,2024,Jagung,5.24,3,4,3,27.18,7708.3,246.3,118.5,78.0
Banten,Cilegon,2020,Bawang Merah,4.82,3,3,2,2.29,11249.0,229.2,143.3,109.0
Riau,Siak,2023,Tebu,6.03,4,3,4,48.16,90146.1,249.1,140.0,84.4
Sumatera Utara,Langkat,2021,Padi,5.52,3,3,2,8.57,6650.9,249.1,124.8,95.4
DI Yogyakarta,Kulon Progo,2025,Jagung,6.66,4,3,2,24.81,7239.5,250.7,122.8,100.2
Banten,Serang,2019,Bawang Merah,4.9,1,1,3,1.75,12567.5,258.2,123.9,75.2
Lampung,Lampung Selatan,2021,Jagung,5.88,2,2,4,12.07,5403.1,269.0,112.7,83.8
Papua Pegunungan,Lanny Jaya,2021,Cabai Rawit,5.27,2,2,2,3.37,5922.7,237.0,135.6,81.3
Papua Barat Daya,Sorong,2020,Tebu,5.61,2,2,3,19.46,78664.4,270.2,119.9,50.0
Papua Selatan,Mappi,2021,Bawang Merah,6.27,1,3,2,6.01,7374.1,248.4,144.8,87.2
Jawa Tengah,Boyolali,2019,Tebu,6.04,4,3,3,11.47,63689.0,233.0,127.1,56.8
Bali,Denpasar,2021,Padi,5.34,3,2,3,9.68,4620.4,256.4,136.6,87.4
Sulawesi Utara,Manado,2019,Bawang Merah,6.2,1,2,3,2.39,13062.0,258.5,139.5,89.9
Banten,Tangerang,2023,Cabai Rawit,4.67,2,3,2,5.39,10680.3,242.4,117.1,67.8
Lampung,Pesawaran,2022,Tebu,6.39,3,2,2,29.57,85236.1,245.9,139.0,84.5
Papua Pegunungan,Nduga,2025,Bawang Merah,6.8,3,3,1,3.53,13814.8,260.8,149.2,73.1
Kalimantan Barat,Landak,2025,Cabai Rawit,4.88,1,1,2,1.9,5937.7,241.9,126.4,83.1
Lampung,Metro,2025,Bawang Merah,5.72,2,4,1,3.11,9288.7,240.2,117.0,84.3
Bengkulu,Mukomuko,2019,Tebu,5.44,2,3,4,41.55,65960.8,229.5,133.0,98.2
DKI Jakarta,Jakarta Utara,2025,Jagung,6.2,2,2,2,17.15,5149.5,256.8,88.7,65.4
Kalimantan Timur,Samarinda,2023,Bawang Merah,5.54,1,5,3,6.47,11761.3,214.9,117.0,77.1
Papua Tengah,Dogiyai,2021,Jagung,6.15,2,2,3,10.18,7462.3,274.7,104.2,88.7
Sulawesi Tengah,Parigi Moutong,2019,Tebu,5.53,3,4,3,74.85,71652.2,231.1,115.7,88.8
Sulawesi Tengah,Morowali,2019,Bawang Merah,5.91,3,3,3,2.37,9194.9,263.4,104.3,72.9
Papua Barat Daya,Tambrauw,2023,Bawang Merah,5.24,3,4,4,2.84,13346.0,251.1,106.5,81.8
Jawa Timur,Madiun,2025,Cabai Rawit,5.25,3,5,4,3.46,6828.9,276.1,113.4,72.5
Jawa Timur,Blitar,2024,Cabai Rawit,5.56,2,2,5,8.91,11753.4,244.0,100.4,73.2
Maluku,Ambon,2021,Tebu,5.41,1,2,3,8.38,51135.6,219.1,118.1,71.3
Sumatera Selatan,Ogan Komering Ilir,2021,Bawang Merah,4.87,3,4,2,3.63,13223.4,310.0,134.2,99.9
Jawa Tengah,Grobogan,2023,Padi,6.3,3,2,3,23.17,6209.3,234.9,115.2,72.3
Bangka Belitung,Belitung Timur,2025,Jagung,5.0,1,3,1,17.48,6904.0,257.9,143.3,76.1
Papua Barat,Fakfak,2020,Padi,5.18,2,4,3,10.74,6803.2,241.9,124.0,97.5
Gorontalo,Gorontalo,2019,Tebu,5.73,4,2,4,24.97,93885.7,243.2,127.3,77.6
Jawa Tengah,Tegal,2019,Padi,6.33,2,1,1,16.94,5769.6,289.2,118.2,81.1
Papua Pegunungan,Nduga,2022,Bawang Merah,5.56,3,1,1,3.31,11819.2,245.3,106.7,64.1
Nusa Tenggara Timur,TTU,2021,Tebu,6.17,1,2,2,58.83,69399.3,252.5,131.7,98.2
Papua Tengah,Paniai,2019,Padi,5.46,3,2,3,37.72,6570.9,262.4,147.2,83.3
Kepulauan Riau,Tanjung Pinang,2021,Bawang Merah,5.58,3,2,3,5.77,10113.3,234.6,124.6,76.3
Nusa Tenggara Barat,Sumbawa,2019,Cabai Rawit,6.38,2,2,1,4.8,6782.9,241.1,120.0,78.6
Sulawesi Tengah,Palu,2023,Padi,5.61,3,3,3,19.58,6197.2,250.6,142.2,72.3
Maluku Utara,Halmahera Tengah,2021,Tebu,5.06,4,2,3,66.23,73574.3,241.6,127.0,68.5
Kalimantan Barat,Sanggau,2019,Bawang Merah,4.2,2,1,1,3.63,9353.8,274.3,121.5,77.2
Kalimantan Tengah,Kotawaringin Timur,2018,Cabai Rawit,6.5,1,4,3,3.69,10460.2,252.0,105.1,97.4
